PN BRC,Fornitore,Descrizione,Misura,Serial Number,Tipo Prodotto,Quantità,tipologia,Stato,Ubicazione,Prelievo,Controllo Gen/26,,TIPOLOGIA,FORMA,DIAMETRO,RAGGIO,LUNGHEZZA
,BURZONI,FERSA METALLO DURO D10  X 22.6,D10,,FRESA,1,METALLO DURO,USATO,BELOTTIC1,,TRUE,,,,,,
,RAFF,OSG FRESA METALLO DURO D10 X 29,D10,,FRESA,1,METALLO DURO,NUOVO,BELOTTIC1,,TRUE,,,,,,
,CERATIZIT,WNT FRESA DIAMANTATA D10  X 23,D10,,FRESA,1,DIAMANTATA,USATO,BELOTTIC1,,TRUE,,,,,,
,CERATIZIT,WNT FRESA DIAMANATAT D12 X 26.5,D12,,FRESA,1,DIAMANTATA,USATO,BELOTTIC1,,TRUE,,,,,,
,RAFF,FRESA DIAMANTATA D6,D6 X 19,,FRESA,1,DIAMANTATA,USATO ,BELOTTIC1,,TRUE,,,,,,
,CERATIZIT,WNT FRESA METALLO DURO D 3.5  X15.5,D3.5,,FRESA,1,METALLO DURO,USATO,BELOTTIC1,,TRUE,,,,,,
,RIME,FRESA NUDA D 5,D5 R0.1,,FRESA,3,NUDA,USATO,BELOTTIC1,,TRUE,,,,,,
,BURZONI,FRESA METALLO DURO D6,D6 X 18,,FRESA,2,METALLO DURO,USATO,BELOTTIC1,,TRUE,,,,,,
,FAPIL,FRESA NUDA D16X120X72,D16,,FRESA,1,NUDA,USATISSIMO,BELOTTIC1,,TRUE,,,,,,
,RAFF,FRESA NUDA D8,D8 R1,,FRESA,1,NUDA,USATO,BELOTTIC1,,TRUE,,,,,,
,RAFF,FRESA NUDA D8,D8 R0.2,,FRESA,1,NUDA,USATO,BELOTTIC1,,TRUE,,,,,,
,BURZONI,FRESA DIAMANTATA D8,D8 X 12,,FRESA,1,DIAMANTATA,USATO,BELOTTIC1,,TRUE,,,,,,
,RAFF,FRESA NUDA D8,D8 R0.2,,FRESA,1,NUDA,USATO,BELOTTIC1,,TRUE,,,,,,
,RIME,FRESA METALLO DURO D6,D6 R0.5,,FRESA,1,METALLO DURO,USATO,BELOTTIC1,,TRUE,,,,,,
,BURZONI,FRESA METALLO DURO D20,TMDG 41200 MDI,,FRESA,3,METALLO DURO,USATISIMO,BELOTTIC1,,TRUE,,,,,,
,,FRESA MEALLO DURO D16 X 46.5,D16,,FRESA,1,METALLO DURO,USATO,BELOTTIC1,,TRUE,,,,,,
,,FRESA NUDA D19 X 54,D19,,FRESA,1,NUDA,USATO,BELOTTIC1,,TRUE,,,,,,
,CERATIZIT,WNT FRESA METALLO DURO D12,D12,0093480833,FRESA,4,METALLO DURO,USATO,BELOTTIC1,,TRUE,,,,,,
,HOFFMAN,GARANT FRESA METALLO DURO D11,D11,0094106807,FRESA,1,METALLO DURO,USATO,BELOTTIC1,,TRUE,,,,,,
,HOFFMAN,GARANT FRESA METALLO DURO D6,D6,0094390955,FRESA,2,METALLO DURO,USATO,BELOTTIC1,,TRUE,,,,,,
,CERATIZIT,WNT FRESA METALLO DURO D4,D4,53523050,FRESA,2,METALLO DURO,USATO,BELOTTIC1,,TRUE,,,,,,
,BURZONI ,FRESA A GRATTUGIA D8,D8 K40 E100,,FRESA,3,NUDA,USATO ,BELOTTIC1,,TRUE,,,,,,
,CERATIZIT,WNT FRESA METALLO DURO D6,D6,,FRESA,1,METALLO DURO,USATO,BELOTTIC1,,TRUE,,,,,,
,CERATIZIT,WNT FRESA METALLO DURO D5,D5,,FRESA,1,METALLO DURO,USATO,BELOTTIC1,,TRUE,,,,,,
,HOFFMAN,GARANT FRESA METALLO DURO D7,D7,0094064631,FRESA,2,METALLO DURO,USATO,BELOTTIC1,,TRUE,,,,,,
BRCL000400000137,HOFFMAN,FRESA METALLO DURO D8,D8,202272,FRESA,1,METALLO DURO,NUOVO,BELOTTIC1,,TRUE,,,,,,
,HOFFMAN,FRESA RIAFFILATA D6,D6 ,0093954358,FRESA,1,METALLO DURO,RIAFFILATA,BELOTTIC1,,TRUE,,,,,,
,CERATIZIT,WNTFRESA METALLO DURO D6,D6,53 618 06200,FRESA,1,METALLO DURO,USATO,BELOTTIC1,,TRUE,,,,,,
,BURZONI ,FRESA METALLO DURO D8,TMDG 41080 MDI,,FRESA,1,METALLO DURO,USATO,BELOTTIC1,,TRUE,,,,,,
,CERATIZIT,WNT FRESA METALLO DURO D20,D20,54 070 20200,FRESA,1,METALLO DURO,USATO,BELOTTIC1,,TRUE,,,,,,
,RAFF,FRESA RIAFFILATA D16,D16,,FRESA,1,NUDA,RIAFFILATA,BELOTTIC1,,TRUE,,,,,,
,RAFF,KARNASCH FRESA DIAMANTATA D10  X60,D10,,FRESA,1,DIAMANTATA,USATO,BELOTTIC1,,TRUE,,,,,,
,CERIN,CERIN FRESA DIAMANTATA D8,D8,,FRESA,1,DIAMANTATA,USATO,BELOTTIC1,,TRUE,,,,,,
,FIMU,KENNAMETAL FRESA DIAMANTATA D11.9,"D11,9",,FRESA,1,DIAMANTATA,USATO,BELOTTIC1,,TRUE,,,,,,
,FIMU,KENNAMETAL FRESA DIAMANTATA D6,D6,,FRESA,1,DIAMANTATA,USATO ,BELOTTIC1,,TRUE,,,,,,
,FRANCO,FRESE SPECIALI FRANCO,VARIE,,FRESA,3,A DISCO,USATO,BELOTTIC1,,TRUE,,,,,,
,RAFF,FRESA DIAMANTATA D16,D16,,FRESA,1,DIAMANTATA,USATO,BELOTTIC1,,TRUE,,,,,,
,CERATIZIT,FRESA NUDA D12 LUNGA,D12,,FRESA,3,NUDA,USATO ,BELOTTIC1,,TRUE,,,,,,
,CERATIZIT,WNT FRESA NUDA D12,D12,,FRESA,1,NUDA,USATO,BELOTTIC1,,TRUE,,,,,,
,,FRESA METALLO DURO D14,D14,,FRESA,1,METALLO DURO,USATO,BELOTTIC1,,TRUE,,,,,,
,RIME,RIME FRESA A PUNTA D10,D10,,FRESA,1,NUDA,USATO,BELOTTIC1,,TRUE,,,,,,
,FIMU,KENNAMETAL FRESA DIAMANTATA D 8,D8,CCNC0800A4BH,FRESA,1,DIAMANTATA,USATO ,BELOTTIC1,,TRUE,,,,,,
,,FRESA A INSERTI D20,D20,,FRESA,1,A INSERTI,USATO,BELOTTIC2,,TRUE,,,,,,
,,FRESA SFERICA METALLO DURO D12,D12,,FRESA,1,METALLO DURO,USATO,BELOTTIC2,,TRUE,,,,,,
,RIME,FRESA METALLO DURO D1.1,D1.1,HTQ11/06,FRESA,1,METALLO DURO,NUOVO,BELOTTIC2,,TRUE,,,,,,
,,FRESA NUDA SFERICA D2,D2,,FRESA,1,NUDA,NUOVO,BELOTTIC2,,TRUE,,,,,,
,,FRESA NUDA D1.3,D1.3,,FRESA,1,NUDA,NUOVO,BELOTTIC2,,TRUE,,,,,,
,,FRESA METALLO DURO D2,D2,,FRESA,1,METALLO DURO,NUOVO,BELOTTIC2,,TRUE,,,,,,
,,FRESA NUDA SFERICA D1,D1,,FRESA,1,NUDA,NUOVO,BELOTTIC2,,TRUE,,,,,,
,,FRESA NUDA SFERICA D1.5,D1.5,,FRESA,1,NUDA,NUOVO,BELOTTIC2,,TRUE,,,,,,
,,FRESA NUDA SFERICA D2,D2,,FRESA,1,NUDA,NUOVO,BELOTTIC2,,TRUE,,,,,,
,BURZONI,FRESA METALLO DURO SFERICA D4,TMB 210 0400 L250 MDI,,FRESA,2,METALLO DURO,USATO,BELOTTIC2,,TRUE,,,,,,
,BURZONI,FRESA METALLO DURO SFERICA D4,TMB 210 0400 L350 MDI,,FRESA,1,METALLO DURO,USATO,BELOTTIC2,,TRUE,,,,,,
,BURZONI,FRESA METALLO DURO SFERICA D4,SCC 040 200 XL 75B MDI,,FRESA,1,METALLO DURO,USATO,BELOTTIC2,,TRUE,,,,,,
,RIME,FRESA NUDA SFERICA D4,D4,HM6/02,FRESA,1,NUDA,USATO,BELOTTIC2,,TRUE,,,,,,
,GAIT,FRESA SFERICA NUDA D20,D20,FR19.8,FRESA,1,NUDA,USATO,BELOTTIC2,,TRUE,,,,,,
,GAIT,FRESA SFERICA NUDA D20,D20,FR19.98,FRESA,1,NUDA,USATO,BELOTTIC2,,TRUE,,,,,,
,,FRESA NUDA SFERICA D12 X40X150,D12,Z2 R6+SO,FRESA,1,NUDA,USATO,BELOTTIC2,,TRUE,,,,,,
,,FRESA SFERICA NUDA D6,D6,,FRESA,1,NUDA,USATO,,,TRUE,,,,,,
,,FRESA NUDA SFERICA D3,D3,,FRESA,1,NUDA,USATO,BELOTTIC2,,TRUE,,,,,,
,UOP,FRESA METALLO DURO SFERICA D3,D3,,FRESA,1,METALLO DURO,USATO,BELOTTIC2,,TRUE,,,,,,
,BURZONI,FRESA SFERICA METALLO DURO D6,TMDG 24060 MDI,,FRESA,1,METALLO DURO,NUOVO,BELOTTIC2,,TRUE,,,,,,
,,FRESA SFERICA NUDA GRATTUGIA D6,D6,,FRESA,1,NUDA,USATO,BELOTTIC2,,TRUE,,,,,,
,CERATIZIT,WNT FRESA SFERICA METALLO DURO D4,D4,50 953 041,FRESA,1,METALLO DURO,NUOVO,BELOTTIC2,,TRUE,,,,,,
,CERATIZIT,FRESA NUDA SFERICA D6,D6,53 609 060,FRESA,1,NUDA,NUOVO,BELOTTIC2,,TRUE,,,,,,
,BURZONI,FRESA SFERICA METALLO DURO D8,SN 080 L MDI,,FRESA,3,METALLO DURO,USATO,BELOTTIC2,,TRUE,,,,,,
,RAFF,FRESA RIAFFILATA NUDA SFERICA D8,D8,,FRESA,1,NUDA,USATO,BELOTTIC2,,TRUE,,,,,,
,CERATIZIT,FRESA SFERICA NUDA D8,D8,53 511 080,FRESA,1,NUDA,NUOVO,BELOTTIC2,,TRUE,,,,,,
,,FRESA SFERIC DIAMANTATA D10,D10,,FRESA,1,DIAMANTATA,USATO,BELOTTIC2,,TRUE,,,,,,
,CERATIZIT,WNT FRESA SFERICA NUDA D10.075,D10.075,53 511 100,FRESA,1,NUDA,USATO,BELOTTIC2,,TRUE,,,,,,
,BURZONI,FRESA SFERICA METALLO DURO D10,LS100 MDI,,FRESA,1,METALLO DURO,USATO,BELOTTIC2,,TRUE,,,,,,
,,FRESA SFERICA NUDA D10,D10,,FRESA,1,NUDA,USATO,BELOTTIC2,,TRUE,,,,,,
,FAPIL,FRESA A INSERTI SFERICA D40,D40,FCS 02 04033 RD,FRESA,1,A INSERTI,USATO,BELOTTIC2,,TRUE,,,,,,
,RAFF,FRESA SFERICA A GRATTUGIA DIAMANTATA D9.3,D9.3,,FRESA,1,DIAMANTATA,USATO,BELOTTIC2,,TRUE,,,,,,
,,FRESA SFERICA NUDA D12 X30,D12,,FRESA,1,NUDA,USATO,BELOTTIC2,,TRUE,,,,,,
,,FRESA SFERICA NUDA D12 X53,D12,,FRESA,2,NUDA,USATO,BELOTTIC2,,TRUE,,,,,,
,,FRESA SFERICA NUDA D10.3,"D10,3",,FRESA,1,NUDA,USATO,BELOTTIC2,,TRUE,,,,,,
,,FRESA SFERICA NUDA D18.4,D18.4,,FRESA,1,NUDA,USATO,BELOTTIC2,,TRUE,,,,,,
,,FRESA SFERICA NUDA D17.5,D17.5,,FRESA,1,NUDA,USATO,BELOTTIC2,,TRUE,,,,,,
,,FRESA SFERICA NUDA D9.85,D9.85,,FRESA,1,NUDA,USATO,BELOTTIC2,,TRUE,,,,,,
,FAPIL,FRESA A INSERTI D20,D20,FCS 01 02060 RD,FRESA,1,A INSERTI,USATO,BELOTTIC2,,TRUE,,,,,,
,,FRESA SFERICA NUDA D9.6,D9.6,,FRESA,1,NUDA,USATO,BELOTTIC2,,TRUE,,,,,,
,RAFF,FRESA RIAFFILATA SFERICA NUDA D12,D12,,FRESA,1,NUDA,USATO,BELOTTIC2,,TRUE,,,,,,
,MFM,FRESA SFERICA NUDA CORTA D12 8N,D12,W334081,FRESA,1,NUDA,USATO,BELOTTIC2,,TRUE,,,,,,
,RAFF,FRESA SFERICA NUDA D10  L140,D10,02985,FRESA,1,NUDA,USATO,BELOTTIC2,,TRUE,,,,,,
,,PUNTA D5.8 METALLO DURO,D5.8 ,C008UK,PUNTA,3,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,FIMU,KARNASCH PUNTA DIAMANTATA D2.2 X40,D2.2,290120.0220.014,PUNTA,1,DIAMANTATA,NUOVO,BELOTTIC3,,TRUE,,,,,,
,FIMU,GUHRING PUNTA CREST DI GALLO D6  XK10/20,D6,01024,PUNTA,1,CRESTA DI GALLO,USATO,BELOTTIC3,,TRUE,,,,,,
,YIG,PUNTA METALLO DURO D4,D4,,PUNTA,1,METALLO DURO,USATO ,BELOTTIC3,,TRUE,,,,,,
,,PUNTA CRESTA DI GALLO D4,D4,,PUNTA,2,CRESTA DI GALLO,USATO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO T43 0350 HSSE,D3.5,,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO TD850 0430MDI,D4.3,,PUNTA,1,METALLO DURO,NUOVO,BELOTTIC3,,TRUE,,,,,,
,,PUNTA CRESTA DI GALLO D4.2,D4.2,,PUNTA,1,CRESTA DI GALLO,NUOVO,BELOTTIC3,,TRUE,,,,,,
,,PUNTA CRESTA DI GALLO D3.3,D3.3,,PUNTA,6,CRESTA DI GALLO,NUOVO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA CRESTA DI GALLO T43 0250 HSSE,D2.5,,PUNTA,1,CRESTA DI GALLO,NUOVO,BELOTTIC3,,TRUE,,,,,,
,,PUNTA CRESTA DI GALLO D3,D3,,PUNTA,0,CRESTA DI GALLO,NUOVO,BELOTTIC3,,TRUE,,,,,,
,,PUNTA CRESTA DI GALLO D3.2,D3.2,,PUNTA,3,CRESTA DI GALLO,NUOVO,BELOTTIC3,,TRUE,,,,,,
,YIG,PUNTA METALLO DURO D2.8,D2.8,,PUNTA,1,METALLO DURO,NUOVO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO TD 850GP 0480 MDI,D4.8,,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO TD 850GP 0480 MDI,D4.5,,PUNTA,0,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,CERATIZIT,WNTPUNTA D4.2,D4.2,T400092920082,PUNTA,1,METALLO DURO,NUOVO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO TD850GP 0350 MDI,D3.5,,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO T43 0450 HSSE,D4.5,,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,,PUNTA METALLO DURO D3.5,D3.5,,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,RAFF,KARNASCH PUNTA DIAMANTATA D5,D5,290120.0510.035,PUNTA,1,DIAMANTATA,USATO,BELOTTIC3,,TRUE,,,,,,
,YIG,PUNTA CRESTA DI GALLO D5X6X44X82,D5,DH424050,PUNTA,1,CRESTA DI GALLO,USATO,BELOTTIC3,,TRUE,,,,,,
,YIG,PUNTA D5.4,D5.4,DH452054,PUNTA,2,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA PER VETRO D5 G5 LTOT80,D5,,PUNTA,1,VETRO,USATO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA D5  LTOT80 MDI,D5,,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO T43 0520 HSSE,D5.2,,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA D5.2,D5.2,,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,,PUNTA D5.6,D5.6,,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO TD850 GP 0520 MDI,D5.2,,PUNTA,2,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO TD850 GP 0600,D6,,PUNTA,3,METALLO DURO,USATO,,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO TD850 GP 0500MDI,D5,,PUNTA,2,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO TD850 GP 0510 MDI,D5.1,,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,,PUNTA METALLO DURO D6,D6,,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,FIMU,KENNAMETAL PUNTA D7,D7,B966A07000,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,YIG,PUNTA METALLO DURO D2.3X4X21X57,D2.3,DH424023,PUNTA,1,METALLO DURO,NUOVO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA T43 D5.2 KP60,D5.2,,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO TD850GP 0660 KR60,D6.6,,PUNTA,1,METALLO DURO,NUOVO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO TD850GP 0700 MDI,D7,,PUNTA,2,METALLO DURO,NUOVO,BELOTTIC3,,TRUE,,,,,,
,CERATIZIT,WNT PUNTA METALLO DURO D6.2 140°,D6.2,00093591190,PUNTA,2,METALLO DURO,NUOVO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO TD850GP 0630 MDI,D6.3,,PUNTA,1,METALLO DURO,NUOVO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO TD850GP 0610 MDI,D6.1,,PUNTA,3,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,UOP,PUNTA D6.5,D6.5,49120,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,RAFF,KARNASCH PUNTA D6.4 L3,D6.4,43290120202,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,,PUNTA MEYALLO DURO D7,D7,,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,,PUNTINE PER TRAPANO D1.5,D1.5,,PUNTA,8,TRAPANO,NUOVO,BELOTTIC3,,TRUE,,,,,,
,RAFF,KARNASCH PUNTA DIAMANTATA D8  X43,D8,290120800043,PUNTA,2,DIAMANTATA,NUOVO,BELOTTIC3,,TRUE,,,,,,
,RAFF,KARNASCH PUNTA DIAMANTATA D6.5 L43,D6.5,290122,PUNTA,1,DIAMANTATA,NUOVO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA D7.6,D7.6,TD850 0760MDI,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO T43 0750 HSSE,D7.5,,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,CERIN,PUNTA CRESTA DI GALLO D9,D9,,PUNTA,1,CRESTA DI GALLO,USATO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO TD850GP 2000 KR60,D20,,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,CERATIZIT,WNT FRESA METALLO DURO D2.5,D2.5,53 939 02500,FRESA,1,METALLO DURO,NUOVO,FRESA METALLI 1 ,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO D8.5,D8.5,,PUNTA,2,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,RAFF,KARNASCH PUNTA CRESTA DI GALLO CARBONIO D3,D3,29008CA,PUNTA,1,CRESTA DI GALLO,USATO,BELOTTIC3,,TRUE,,,,,,
,RAFF,KARNASCH PUNTA CARBONIO D3.2X14,D3.2,29008B,PUNTA,5,CARBONIO,USATO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO D8,D8,TD850GP0800MDI,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,CERATIZIT,PUNTA METALLO DURO D8,D8,11 704 08000,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,RAFF,CERIN PUNTA CRESTA DI GALLO D9,D9,,PUNTA,1,CRESTA DI GALLO,USATO,BELOTTIC3,,TRUE,,,,,,
,TUNGLOY,PUNTA METALLO DURO D9.5,D9.5,T43 0950 HSSE,PUNTA,2,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,,PUNTA METALLO DURO D8.3,D8.3,,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,CERATIZIT,PUNTA METALLO DURO D10.2 5xD,D10.2,11 702 10200,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO D8.8,D8.8,TD850 GP 0880 MDI,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO D10.5,D10.5,TD850 GP 1050 MDI,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO D10,D10,TD850 GP 1000 MDI,PUNTA,2,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO D9.8,D9.8,TD850 GP 0980 MDI,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO D8.5,D8.5,TD850 GP 0850 MDI,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO D9.7,D9.7,TD850 GP 0970 MDI,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,DORMER,PUNTA METALLO DURO D9.8 HSS A100,D9.8,,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,CERATIZIT,WMT PUNTA METALLO DURO D10,D10,11 703 10000,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,,PUNTA METALLO DURO D9,D9,,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,,PUNTA METALLO DURO D9.6,D9.6,,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO D11.7 KR60,D11.7,TD850 GP 1170 KR60,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,RIME,SVASATORE D16,D16,,SVASATORE,1,DIAMANTATA,USATO,BELOTTIC3,,TRUE,,,,,,
,RIME,SVASATORE D8 MKS,D8,HM35 8 90 MKS 180304,SVASATORE,2,DIAMANTATA,USATO,BELOTTIC3,,TRUE,,,,,,
,,PORTA LAMATORE,D4,,,1,,,BELOTTIC3,,TRUE,,,,,,
,CERATIZIT,WNT PUNTA METALLO DURO D11.5,D11.5,11 703 11500,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO D11,D11,T43 1100 HSSE,PUNTA,2,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,BURZONI,PUNTA METALLO DURO D10,D10,T43 1000 HSSE,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,,PUNTA METALLO DURO D10.7,D10.7,B966A10800 KC7315,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,DORMER,PUNTA METALLO DURO D12 ,D12,6RS01283135,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,HARTNER,PUNTA METALLO DURO D5,D5,,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,DORMER,PUNTA METALLO DURO D5.5X200mm,D5.5,,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,,PUNTA METALLO DURO D10,D10,,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,,PUNTA METALLO DURO D9.5,D9.6,,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,CARMAN,PUNTA METALLO DURO D14,D14,,PUNTA,1,METALLO DURO,USATO,BELOTTIC3,,TRUE,,,,,,
,,FRESA SPECIALE DIAMANTATA PIATTA,,,FRESA,1,DIAMANTATA,USATO,BELOTTIC4,,TRUE,,,,,,
,UOP,FRESA DIAMANTATA D16.5X4 X85,D16.5,,FRESA,1,DIAMANTATA,USATO,BELOTTIC4,,TRUE,,,,,,
BRCL000400000027,SANDVIK,ALESATORE MDI PER TORNITURA E06H,D6,E06H-STFCL 06-R,ALESATORE,1,,USATO,BELOTTIC4,,TRUE,,,,,,
,,FRESA PIATTA D45.5X10,D45.5,,FRESA,1,DIAMANTATA,USATO,BELOTTIC4,,TRUE,,,,,,
,,FRESA PIATTA DIAMANTATA D40X2-S1,D40,,FRESA,1,DIAMANTATA,USATO,BELOTTIC4,,TRUE,,,,,,
,SIMTEK,FRESA A DISCO METALLO DURO D7.6,D7.6,,FRESA,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,,FRESA SPECIALE DIAMANTATA D32,D32,,FRESA,1,DIAMANTATA,USATO,BELOTTIC4,,TRUE,,,,,,
,RAFF,FRESA NUDA D15,D15,2985,FRESA,1,NUDA,NUOVO,BELOTTIC4,,TRUE,,,,,,
,BURZONI,SVASATORE D12.4,D12.4,TS90 1240 HSS,SVASATORE,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,OMAL,"SVASATORE D10,4",D10.4,,SVASATORE,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,,,,,,,,,BELOTTIC4,,TRUE,,,,,,
,,SVASATORED12.5,D12.5,,SVASATORE,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,OMAL,SVASATORE D31 K20,D31,,SVASATORE,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,CERATIZIT,ALESATORE D10 F7,D10,40 410 090,ALESATORE,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,HOFFMAN,ALESATORE D9,D9,160150_9,ALESATORE,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,,PUNTA CARBONIO D10,D10,,PUNTA,1,CARBONIO,USATO,BELOTTIC4,,TRUE,,,,,,
,BURZONI,SVASATORE D30,D30,,SVASATORE,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,FORMAT,SVASATORE D6.3,D6.3,,SVASATORE,2,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,,SPACCAMASCHIO D4,D4,,SPACCAMASCHIO,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,HOFFMAN,SVASATORE D9,D9,160150_9,SVASATORE,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,CERATIZIT,SVASATORE D10,D10,40 410 090,SVASATORE,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,DORMER,FRESA PIATTA D40X4,D40,,FRESA,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,RAFF,FRESA A T D15.5,D15.5,02985 FAT 16 SP20,FRESA,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,,FRESA A INSERTI D60,D60,,FRESA,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
