,,,,,,,,,
PN BRC,Fornitore,Descrizione,Misura,Serial Number,Tipo Prodotto,Quantità,Stato,Ubicazione,Prelievo
,OMAL ,SMUSSATORE D31/90,D31,40H008,SMUSSATORE,1,USATO,BELOTTIC4,
,,ALESATORE CUSTOM D17,D17,,ALESATORE,1,USATO,BELOTTIC4,
,DORMER,ALESATORE D10 H7,D10,,ALESATORE,1,USATO,BELOTTIC4,
,,MASCHIO M8,M8,T200 EG M8 HSSE,MASCHIO,3,USATO,BELOTTIC5,
,BURZONI,MASCHIO M8 H6 ,M8,T100 M6 6H HSSE,MASCHIO,1,USATO,BELOTTIC5,
,HOFFMAN,MASCHIO M8 X 1 ,M8, 137 150 HSS/E,MASCHIO,1,USATO,BELOTTIC5,
,RAFF,OSG MASCHIO M7 6HX,M7,48139158,MASCHIO,2,USATO,BELOTTIC5,
,BURZONI,MASCHIO M7 6H HSSE,M7,T300R M7 6H HSSE,MASCHIO,2,USATO,BELOTTIC5,
,RAFF,OSG MASCHIO MJ6 IOS1/4-4H,1/4,48006155 5485,MASCHIO,1,USATO,BELOTTIC5,
,RAFF,OSG MASCHIO M6 ,M6,48044155 0664,MASCHIO,2,USATO,BELOTTIC5,
,BURZONI,MASCHIO M6 6H HSSE,M6,T200 M6 6H HSSE,MASCHIO,1,USATO,BELOTTIC5,
,BURZONI,MASCHIO EG M6 HSSE,M6,T200 EG M6 HSSE,MASCHIO,2,USATO,BELOTTIC5,
,BURZONI,"MASCHIO M6.5 X 0,75 HSSE",M6.5,T320 M6.5X0.75 HSSE,MASCHIO,1,USATO,BELOTTIC5,
,BURZONI,MASCHIO M6 6H HSSE,M6,T700 M6 6H HSSE,MASCHIO,1,USATO,BELOTTIC5,
,,MASCIO x HELICOIL 10/32 UNF, 10/32,910/17,MASCHIO,1,USATO,BELOTTIC5,
,BURZONI,MASCHIO M5 6H HSSE,M5,T200 M5 6H HSSE,MASCHIO,1,USATO,BELOTTIC5,
,DORMER,MASCHIO M5 6H HSSE,M5,,MASCHIO,1,USATO,BELOTTIC5,
,CERATIZIT,OSG MASCHIO 10-32 UNF 20X HSSE,10/32,48139467,MASCHIO,1,USATO,BELOTTIC5,
,BURZONI,MASCHIO EG M4 HSSE,M4,T200 EG M4 HSSE,MASCHIO,4,USATO,BELOTTIC5,
,FIMU,MASCHIO M4 6H PM HSSE,M4,15940016,MASCHIO,1,USATO,BELOTTIC5,
,RECOIL,MASCHIO 10-32 UNF H1,10/32,44605,MASCHIO,1,USATO,BELOTTIC5,
,GUHRING,MASCHIO M4 6HX PM HSSE,M4,67239,MASCHIO,1,USATO,BELOTTIC5,
,DORMER,MASCHIO M14X1.5 6H,M14,,MASCHIO,1,USATO,BELOTTIC5,
,FIMU,GUHRING MASCHIO M14 ISO2/6H LH,M14,,MASCHIO,1,USATO,BELOTTIC5,
,DORMER,MASCHIO M14 ISO2/6H ,M14,,MASCHIO,1,USATO,BELOTTIC5,
,RAFF,OSG MASCHIO M14X1.5 6HX HSSE,M14,48139192,MASCHIO,1,USATO,BELOTTIC5,
,RAFF,GUHRING MASCHIO M12X1.5 6H HSSE,M12,,MASCHIO,1,USATO,BELOTTIC5,
,BURZONI,MASCHIO M12X1.5 6HX VT5,M12,T121H M12X1.5 6HX VT5,MASCHIO,2,USATO,BELOTTIC5,
,RAFF,GUHRING MASCHIO M12 6H HSSE,M12,,MASCHIO,1,USATO,BELOTTIC5,
,BURZONI,MASCHIO M12 6H HSSE,M12,T200 M12 6H HSSE,MASCHIO,1,USATO,BELOTTIC5,
,EMUGE,MASCHIO M10 ISO2/6H HSSE,M10,,MASCHIO,1,USATO,BELOTTIC5,
,RAFF,GUHRING M12 PM HSSE ,M12,,MASCHIO,1,USATO,BELOTTIC5,
,TUNGALOY,MASCHIO M12X1.5 6H HSSE VAPORIZZATO,M12,T220 M12X1.5 6H HSSE,MASCHIO,1,USATO,BELOTTIC5,
,BURZONI,MASCHIO M10 6H HSSE,M10,T200 M10 6H HSSE,MASCHIO,3,USATO,BELOTTIC5,
,EMUGE,MASCHIO M10 ISO2/6H HSSE,M10,,MASCHIO,1,USATO,BELOTTIC5,
,RAFF,OSG MASCHIO M10 6HX HSSE,M10,48139169,MASCHIO,2,USATO,BELOTTIC5,
,RAFF,OSG MASCHIO 1/2-13 UNF HSSE, 1/2,75248950,MASCHIO,1,USATO,BELOTTIC5,
,BURZONI,MASCHIO M12 EG HSSE,M12,,MASCHIO,1,USATO,BELOTTIC5,
,,MASCHIO 5/16 X 18 NC, 5/16,,MASCHIO,1,USATO,BELOTTIC5,
,BURZONI,MASCHIO EG 5/16-24 EG HSSE, 5/16,,MASCHIO,1,USATO,BELOTTIC5,
,FIMU,GUHRING MASCHIO M8 6HX PM HSSE,M8,,MASCHIO,1,USATO,BELOTTIC5,
,EMUGE,MASCHIO 5/16 UNF , 5/16,800130,MASCHIO,2,USATO,BELOTTIC5,
,RAFF,OSG MASCHIO 5/16-24 UNF3B, 5/16,48018476,MASCHIO,1,USATO,BELOTTIC5,
,BURZONI,MASCHIO M20X1 6H HSSE,M20,T220 M20X1 6H HSSE,MASCHIO,1,USATO,BELOTTIC5,
,RAFF,OSG MASCHIO M14X1.5 6HX HSSE,M14,48139192,MASCHIO,1,USATO,BELOTTIC5,
,FIMU,GUHRING MASCHIO 1/2-13 UNF ,1/2,14821888,MASCHIO,1,USATO,BELOTTIC5,
,BURZONI,MASCHIO M20 KP60,M20,T300R M20 KP60,MASCHIO,1,USATO,BELOTTIC5,
,BURZONI,MASCHIO EG M5 HSSE,M5,T200 EG M5 HSSE,MASCHIO,1,USATO,BELOTTIC5,
,DORMER,MASCHIO M5 6H HSS,M5,7320760384848,MASCHIO,1,USATO,BELOTTIC5,
,BURZONI,MASCHIO M8 6HX VT5 ,M8,T310 M8 6HX VT5,MASCHIO,3,USATO,BELOTTIC5,
,BURZONI,MASCHIO M8 6H HSSE,M8,T200 M8 6H HSSE,MASCHIO,2,USATO,BELOTTIC5,
,RAFF,GUHRING M8 6HX HSSE,M8,,MASCHIO,1,USATO,BELOTTIC5,
,RAFF,GUHRING MJ8X1.25 4HX,M8,16033147,MASCHIO,1,USATO,BELOTTIC5,
,BURZONI,MASCHIO M8 6H HSSE,M8,T700 M8 6H HSSE,MASCHIO,1,USATO,BELOTTIC5,
,BURZONI,MASCHIO *ROTTO* 15/32 60°, 15/32,,MASCHIO,1,USATO,BELOTTIC5,
,BURZONI,MASCHIO M10 KP20,M10,T200 M10 KP20,MASCHIO,1,USATO,BELOTTIC5,
,BURZONI,MASCIO EG M10 KP20,M10,T200 EG M10 KP20,MASCHIO,1,USATO,BELOTTIC5,
,BURZONI,MASCHIO EG M5 HSSE,M5,T200 EG M5 HSSE,MASCHIO,1,USATO,BELOTTIC5,
,VARTEX,MASCHIO M5 X0.8 ,M5,,MASCHIO,1,USATO,BELOTTIC5,
,BURZONI,MASCHIO M6 6H HSSE,M6,T700 M6 6H HSSE,MASCHIO,1,USATO,BELOTTIC5,
,,MASCHIO M10,M10,1010C27.0ISO,MASCHIO,1,USATO,BELOTTIC5,
,TECHNO,MASCHIO M10 ISO-N P.2 00M,M10,TT 10200000003,MASCHIO,1,USATO,BELOTTIC5,
,,MASCHIO DA PROVONDITA M6,M6,,MASCHIO,1,USATO,BELOTTIC5,
,EMUGE,MASCHIO M8X1.5XD,M8,,MASCHIO,2,USATO,BELOTTIC5,
,,MASCHIO M7.5 P.16 60°,M7.5,,MASCHIO,2,USATO,BELOTTIC5,
,BURZONI,MASCHIO M8,M8,F100 080 125 C MDI,MASCHIO,1,USATO,BELOTTIC5,
,BURZONI,MASCHIO M8,M8,F100 080 150 C MDI,MASCHIO,1,USATO,BELOTTIC5,
,BURZONI,MASCHIO M8,M8,F140 080 130 C MDI,MASCHIO,1,USATO,BELOTTIC5,
,BURZONI,MASCHIO M6,M6,F100 060 100C,MASCHIO,1,USATO,BELOTTIC5,
,TECHNO,MASCHIO M6 ISO-N P.1.25 M,M6,TT06125000002,MASCHIO,1,USATO,BELOTTIC5,
,BURZONI,MASCHIO M6 MDI,M6,F100 060 125 C MDI,MASCHIO,1,USATO,BELOTTIC5,
,,MASCHIO M3.7,M3.7,,MASCHIO,2,USATO,BELOTTIC5,
,BURZONI,MASCHIO M6 ,M6,F100 060 100 C KP60,MASCHIO,1,USATO,BELOTTIC5,
,BURZONI,MASCHIO M6,M6,FM100 M6 KP60,MASCHIO,1,USATO,BELOTTIC5,
,BURZONI,MASCHIO M8,M8,FT140 080 130 C KP60,MASCHIO,1,USATO,BELOTTIC5,
,KOMET,ALESATORE D9 H7,D9,DIN.8093,ALESATORE,1,USATO,BELOTTIC5,
,RAFF,OSG MASCHIO 1/4-28 UNF, 1/4,48139472,MASCHIO,1,USATO,BELOTTIC5,
,,MASCHIO M2.35 P.0.5 60°,M2.35,,MASCHIO,1,USATO,BELOTTIC5,
,,FRESA PIATTA D50,D50,,FRESA,1,USATO,BELOTTIC7,
,BETA,MASCHIO M 3/8, 3/8,,MASCHIO,2,USATO,BELOTTIC7,
,TKN,FRESA PIATTA MDI D9.4,D9.4,2985,FRESA,4,RIAFFILATA,BELOTTIC7,
,BURZONI,FRESA PIATTA D10,D10,TMDG 41100 MDI,FRESA,2,RIAFFILATA,BELOTTIC7,
,GWGW,FRESA PIATTA MDI D10,D10,36100360,FRESA,1,RIAFFILATA,BELOTTIC7,
,BURZONI,FRESA PIATTA D8,D8,TMDG 41080 MDI,FRESA,2,RIAFFILATA,BELOTTIC7,
,BURZONI,FRESA PIATTA D9,D9,YMDG 31090 MDI,FRESA,1,RIAFFILATA,BELOTTIC7,
,TKN,FRESA PIATTA D8,D8,2985,FRESA,1,RIAFFILATA,BELOTTIC7,
,FIMU,GUHRING FRESA PIATTA D6-13 R - N ,D6,,FRESA,5,RIAFFILATA,BELOTTIC7,
,TKN,FRESA PIATTA D7 K/P,D7,,FRESA,1,RIAFFILATA,BELOTTIC7,
,TKN,FRESA PIATTA D6 K/P,D6,,FRESA,1,RIAFFILATA,BELOTTIC7,
,,FRESA SFERICA D4,D4,,FRESA,1,USATO,BELOTTIC7,
,BURZONI,FRESA PIATTA D5 ,D5,TMDG 41050 MDI,FRESA,2,RIAFFILATA,BELOTTIC7,
,TKN,FRESA PIATTA D5 ,D5,,FRESA,1,RIAFFILATA,BELOTTIC7,
,,FRESA PIATTA D20,D20,,FRESA,1,USATO,BELOTTIC7,
,FIMU,GUHRING FRESA PIATTA D12 ,D12,,FRESA,6,RIAFFILATA,BELOTTIC7,
,RIME,FRESA PIATTA D12 MKS ,D12,,FRESA,1,RIAFFILATA,BELOTTIC7,
,HOFFMAN,HOLEX FRESA PIATTA D12,D12,,FRESA,1,RIAFFILATA,BELOTTIC7,
,BURZONI,FRESA PIATTA D12 MDI,D12,TMDG 41120 MDI,FRESA,6,RIAFFILATA,BELOTTIC7,
,TKN,FRESA PIATTA D12 K,D12,,FRESA,1,RIAFFILATA,BELOTTIC7,
,TKN,FRESA PIATTA D12 KP,D12,,FRESA,1,RIAFFILATA,BELOTTIC7,
,RIME,FRESA SFERICA D3 R1.5 MKS,D3,,FRESA,1,USATO,BELOTTIC7,
,,FRESA SFERICA D2 R1,D2,,FRESA,1,USATO,FRESA METALLI1,
,,FRESA SFERICA D2 R1,D2,,FRESA,1,USATO,BELOTTIC7,
,,FRESA SFERICA D3 R1.5,D3,,FRESA,1,USATO,BELOTTIC7,
,,FRESA PIATTA D18.5,D18.5,,FRESA,1,USATO,BELOTTIC7,
,,FRESA DA TAGLIO D40X2,D40,,FRESA,1,USATO,BELOTTIC7,
,,FRESA PIATTA D20,D20,,FRESA,1,RIAFFILATA,BELOTTIC7,
,,FRESA PIATTA D16,D16,,FRESA,1,USATO,BELOTTIC7,
,,FRESA PIATTA D18,D18,,FRESA,1,USATO,BELOTTIC7,
,,FRESA SFERICA D10 R5,D10,,FRESA,1,USATO,BELOTTIC7,
,CERATIZIT,WNT FRESA SFERICA D6 R3,D6,,FRESA,1,USATO,BELOTTIC7,
,BURZONI,FRESA SFERICA D8 R4,D8,SN 080 L MDI,FRESA,4,USATO,BELOTTIC7,
,,FRESA SFERICA D8 R4,D8,,FRESA,1,RIAFFILATA,BELOTTIC7,
,HANITA,FRESA SFERICA D8 R4 Q/F,D8,,FRESA,1,RIAFFILATA,BELOTTIC7,
,,FRESA A INSERTI D12,D12,,FRESA,1,USATO,BELOTTIC7,
,UOP,FRESA SFERICA D12 R1.5 X85,D12,,FRESA,1,USATO,BELOTTIC7,
,,PUNTA MDI D5.4,D5.4,,PUNTA,1,USATO,BELOTTIC7,
,,PUNTA MDI D13,D13,,PUNTA,1,USATO,BELOTTIC7,
,CASAPPA,PUNTA MDI D16.6,D16.6,,PUNTA,1,USATO,BELOTTIC7,
,,FRESA A INSERTI D20,D20,,FRESA,1,USATO,BELOTTIC7,
,,FRESA SFERICA D19.5 R9.75,D19.5,,FRESA,1,USATO,BELOTTIC7,
,,FRESA SFERICA D20 R10,D20,,FRESA,1,USATO,BELOTTIC7,
,,FRESA SFERICA D18 R9,D18,,FRESA,2,USATO,BELOTTIC7,
,,FRESA PIATTA A INSERTI D54,D54,,FRESA,1,USATO,BELOTTIC7,
,,FRESA PIATTA D20,D20,,FRESA,1,USATO,BELOTTIC7,
,,FRESA SFERICA D2O R10,D20,,FRESA,1,USATO,BELOTTIC7,
,,FRESA PIATTA D19,D19,,FRESA,1,RIAFFILATA,BELOTTIC7,
,RIME,FRESA PIATTA D12 MKS ,D12,,FRESA,1,USATO,BELOTTIC8,
,,FRESA PIATTA D10,D10,,FRESA,1,USATO,BELOTTIC8,
,RIME,FRESA PIATTA D1.5X8,D1.5,"HM84/15,05",FRESA,1,NUOVO,BELOTTIC8,
,RIME,FRESA PIATTA D6 MKS,D6,138860,FRESA,1,USATO,BELOTTIC8,
,BURZONI,FRESA PIATTA D6 KP60,D6,"T43 D6,0 KP60",FRESA,1,USATO,BELOTTIC8,
,CERATIZIT,WNT FRESA PIATTA D10,D10,93398732,FRESA,2,USATO,BELOTTIC8,
,BURZONI,FRESA PIATTA D12 MDI,D12,RUN 120 MDI,FRESA,1,USATO,BELOTTIC8,
,BURZONI,FRESA PIATTA D10,D10,TMDG 41100 MDI,FRESA,2,USATO,BELOTTIC8,
,BURZONI,FRESA PIATTA D12,D12,TMDG 41120 MDI,FRESA,9,USATO,BELOTTIC8,
,BURZONI,FRESA PIATTA D10,D10,ALU3 W 100 L R02 MDI,FRESA,1,USATO,BELOTTIC8,
,RAFF,FRESA SPECIALE RAFF NUDA,,,FRESA,1,USATO,BELOTTIC8,
,RAFF,KARNASCH D8 L2 NON RIVESTITE,D8,29 1753 812,FRESA,1,USATO,BELOTTIC8,
,RIME,FRESA SFERICA D8 R1 MKS,D8,HM73 8 R1 MKS 1728,FRESA,1,USATO,BELOTTIC8,
,CERATIZIT,WNT FRESA SFERICA D8 R2,D8,93718634,FRESA,1,USATO,BELOTTIC8,
,CERATIZIT,WNT FRESA PIATTA D6,D6,53 524 060,FRESA,1,USATO,BELOTTIC8,
,TKN,FRESA PIATTA D6 K/P,D6,,FRESA,1,USATO,BELOTTIC8,
,TUNGALOY,FRESA PIATTA D6 R3,D6,,FRESA,1,USATO,BELOTTIC8,
,CERATIZIT,"KARNASCH D6 L2(X3 L30, X1 L50)",D6,29 1751 204,FRESA,2,USATO,BELOTTIC8,
,CERATIZIT,KARNASCH D6 L2 NON RIVESTITE,D6,29 1753 202,FRESA,1,USATO,BELOTTIC8,
BRCL00976C,FIMU,SECO FRESA DIAMANTA D8 R0.2,D8,624053 538,FRESA,0,NUOVO,DIAMANTATE 1,
BRCL01484,FIMU,MASCHIO M16 6HX,M16,23543240,MASCHIO,2,NUOVO,MASCHI,
,HOFFMAN,TUBO PER LUBROREFRIGERANTE PER MANDRINO,,309880_63,TUBI LUBRIFICANTE,10,NUOVO,MARCO,
,RAFF,FRESA SPECIALE PANNELLI,D16,02985-FAT,FRESA,1,USATO,PUNTE1.6 PANNELLI,
,HOFFMAN,GARANT FRESA METALLO DURO D3,D3,,FRESA,2,NUOVO,FRESA METALLI1,
,RAFF,TRACCIATORE TOMOSURI,D6,02985 40°,TRACCIATORE,1,NUOVO,PUNTE1.6 PANNELLI,
,HOFFMAN,SPPW PUNTA CRESTA DI GALLO D10.5,D10.5,731 180 1050HC,PUNTA,1,NUOVO,PUNTE3,
,,FRESA CARBONIO D8X25 63G8,D8,6V410825667500000000,FRESA,1,NUOVO,BELOTTIC8,
,RAFF,KARNASH FRESA DIAMANTATA D6 L2 ,D6,29 1763 406,FRESA,1,USATO,BELOTTIC8,
,BURZONI,FRESA PIATTA MDI D4,D4,TMDG 41040 MDI,FRESA,1,USATO,BELOTTIC8,
,BURZONI,FRESA PIATTA MDI D4,D4,RUN 040 MDI,FRESA,1,USATO,BELOTTIC8,
,,FRESA PIATTA MDI D3X7,D3,H4033217,FRESA,1,USATO,BELOTTIC8,
,BURZONI,FRESA PIATTA MDI D3,D3,TMDG 31030 MDI,FRESA,1,USATO,BELOTTIC8,
,BURZONI,FRESA PIATTA MDI D2,D2,LTG 020 030 MDI,FRESA,1,USATO,BELOTTIC8,
,BURZONI,FRESA PIATTA MDI D1.2,D1.2,TMB214 0120 MDI,FRESA,1,USATO,BELOTTIC8,
,BURZONI,PUNTA MDI D9 HSSE,D9,T43 0900 HSSE KP60,PUNTA,1,USATO,BELOTTIC8,
,BURZONI,PUNTA MDI D8.5 HSSE,D8.5,T43 0850 HSSE,PUNTA,1,USATO,BELOTTIC8,
,BURZONI,PUNTA MDI D6.5 HSSE,D6.5,T43 0650 HSSE,PUNTA,1,USATO,BELOTTIC8,
,CERIN,PUNTA PLASTICA D6,D6,,PUNTA,1,USATO,BELOTTIC8,
,,PUNTA PLASTICA D6,D6,,PUNTA,1,USATO,BELOTTIC8,
,,PUNTA PLASTICA D6,D6,,PUNTA,1,USATO,BELOTTIC8,
,BURZONI,PUNTA MDI D5.2,D5.2,TD850 GP 0520 MDI,PUNTA,1,USATO,BELOTTIC8,
,BURZONI,PUNTA MDI D5.2 KP60,D5.2,T43 D5.2 KP60,PUNTA,1,USATO,BELOTTIC8,
,BURZONI,PUNTA MDI D5 HSSE,D5,T43 0500 HSSE,PUNTA,1,USATO,BELOTTIC8,
,BURZONI,PUNTA MDI D4.4 ,D4.4,TD850 GP 0440 MDI,PUNTA,1,USATO,BELOTTIC8,
,,PUNTA MDI D4.1,D4.1,,PUNTA,4,USATO,BELOTTIC8,
,BURZONI,PUNTA MDI D3.3,D3.3,TD850 GP 0330 MDI,PUNTA,2,USATO,BELOTTIC8,
,RIME,PUNTA MDI D3,D3,HM9SP/03,PUNTA,1,USATO,BELOTTIC8,
,BURZONI,SVASATORE D12.4,D12.4,T S90 1240 KP60,SVASATORE,2,USATO,BELOTTIC8,
,BURZONI,FRESA PIATTA MDI D16,D16,TMDG 41160 MDI,FRESA,1,USATO,BELOTTIC8,
,RAFF,KARNASH FRESA PIATTA MDI D16,D16,"29,1753 3052391482",FRESA,1,USATO,BELOTTIC8,
,OMAL,SVASATORE D18.8 X 82°,D18.8,,SVASATORE,1,USATO,BELOTTIC8,
,,FRESA PIATTA x CARBONIO D8,D8,XN.080.025.080XT,FRESA,1,NUOVO,BELOTTIC8,
,CERATIZIT,WNT  PUNTA MDI D6.8,D6.8,11 703 06800,PUNTA,1,USATO,EXTREMA1,
,,PUNTA D5.5,D5.5,,PUNTA,1,USATO,EXTREMA1,
,,PUNTA D5,D5,,PUNTA,1,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D6.1 ,D6.1,TD850 0610 MDI,PUNTA,1,USATO,EXTREMA1,
,,PUNTA MDI D6.8,D6.8,,PUNTA,1,USATO,EXTREMA1,
,HOFFMAN,PUNTA MDI D5.5,D5.5,,PUNTA,1,USATO,EXTREMA1,
,,PUNTA NON RIVESTITA D9,D9,,PUNTA,1,USATO,EXTREMA1,
,,PUNTA NON RIVESTITA D12,D12,,PUNTA,1,USATO,EXTREMA1,
,,PUNTA HSS D8.5,D8.5,,PUNTA,1,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D6,D6,TD650 0600 MDI,PUNTA,1,USATO,EXTREMA1,
BRCL000400000408,CERATIZIT,WNT PUNTA MDI D7 ,D7,10734076,PUNTA,1,USATO,EXTREMA1,
,,PUNTA HSS D12.5,D12.5,,PUNTA,1,USATO,EXTREMA1,
,BURZONI,PUNTA HSSE D12,D12,T43 1200 HSSE,PUNTA,2,USATO,EXTREMA1,
,,SVASATORE D20 X 82,D20,,SVASATORE,2,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D4.2,D4.2,TD850 GP 0420 MDI,PUNTA,6,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D 5.5,D5.5,TD850 GP 0550 MDI,PUNTA,2,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D6,D6,TD850 GP 0600 MDI,PUNTA,1,USATO,EXTREMA1,
,,PUNTA MDI D 5.4,D5.4,,PUNTA,4,USATO,EXTREMA1,
,TRED,PUNTA MDI D5,D5,,PUNTA,1,USATO,EXTREMA1,
,UOP,PUNTA MDI D5.5,D5.5,,PUNTA,1,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D5.2,D5.2,TD850 GP 0520 MDI,PUNTA,1,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D4,D4,TD 850 GP 0400 MDI,PUNTA,1,USATO,EXTREMA1,
,CERATIZIT,WNT PUNTA MDI D4.2,D4.2,11 702 04200,PUNTA,1,USATO,EXTREMA1,
,TUNGLOY,PUNTA MDI D4.2,D4.2,TD850 0420 MDI,PUNTA,1,USATO,EXTREMA1,
,CERATIZIT,WNT PUNTA MDI D4.35,D4.35,10731843,PUNTA,1,USATO,EXTREMA1,
,,PUNTA MDI D6.1 ,D6.1,DH404061,PUNTA,1,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D9.1,D9.1,TD850 GP 0910 MDI,PUNTA,1,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D8,D8,TD850 GP 0800 MDI,PUNTA,0,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D7.8,D7.8,TD850 GP 0780 MDI,PUNTA,1,USATO,EXTREMA1,
,CERATIZIT,WNT PUNTA MDI D8.5,D8.5,11 702 08500,PUNTA,1,USATO,EXTREMA1,
,CERATIZIT,WNT PUNTA MDI D8,D8,11 704 080000,PUNTA,1,USATO,EXTREMA1,
,,PUNTA MDI D8.4,D8.4,DH404084,PUNTA,1,USATO,EXTREMA1,
,,PUNTA MDI D8.45,D8.45,,PUNTA,1,USATO,EXTREMA1,
,,PUNTA MDI D8,D8,,PUNTA,1,USATO,EXTREMA1,
,,PUNTA MDI D7.6,D7.6,,PUNTA,1,USATO,EXTREMA1,
,TUNGALOY,PUNTA MDI D7.1,D7.1,TD 850 0710,PUNTA,2,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D8.5 HSSE,D8.5,T43 0850 HSSE,PUNTA,1,USATO,EXTREMA1,
,,PUNTA MDI D7.5,D7.5,B966A07500 KC7315,PUNTA,1,USATO,EXTREMA1,
,,PUNTA MDI D7.1,D7.1,B966A07100 KC7315,PUNTA,1,USATO,EXTREMA1,
,TRED,PUNTA MDI D7.8,D7.8,,PUNTA,1,USATO,EXTREMA1,
,TUNGALOY,PUNTA MDI D7.6,D7.6,TD850 0760 MDI,PUNTA,1,USATO,EXTREMA1,
,,PUNTA MDI D9.8,D9.8,,PUNTA,1,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D6,D6,TD850 GP 0600 MDI,PUNTA,2,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D6.3,D6.3,TD850 GP 0630 MDI,PUNTA,3,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D6.3,D6.3,TD880 GP 0630 MDI,PUNTA,1,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D6.5   ,D6.5,TD850 GP 0650 MDI,PUNTA,1,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D6.8,D6.8,TD850 GP 0680 MDI,PUNTA,2,USATO,EXTREMA1,
,CERATIZIT,WNT PUNTA MDI D6.2,D6.2,11 702 06200,PUNTA,1,USATO,EXTREMA1,
,TUNGALOY,PUNTA MDI D6,D6,TD850 0600 MDI,PUNTA,1,USATO,EXTREMA1,
,TUNGALOY,PUNTA MDI D6.5,D6.5,TD850 0650 MDI,PUNTA,1,USATO,EXTREMA1,
,CERATIZIT,WNT PUNTA MDI D6.8,D6.8,11 703 06800,PUNTA,0,USATO,EXTREMA1,
,CERATIZIT,WNT PUNTA MDI D6.3,D6.3,11 704 06300,PUNTA,1,USATO,EXTREMA1,
,TRED,PUNTA MDI D7.1,D7.1,,PUNTA,1,USATO,EXTREMA1,
,,PUNTA MDI D7.5,D7.5,B966A07500,PUNTA,1,USATO,EXTREMA1,
,TUNGALOY,PUNTA MDI D7.1,D7.1,TD650 0710 MDI,PUNTA,1,USATO,EXTREMA1,
,TUNGALOY,PUNTA MDI D7.6,D7.6,TD850 0760 MDI,PUNTA,1,USATO,EXTREMA1,
,TRED,PUNTA MDI D7.8,D7.8,9150 7.8 K/P ,PUNTA,1,USATO,EXTREMA1,
,TUNGALOY,PUNTA MDI D7.1,D7.1,TD850 0710 MDI,PUNTA,1,USATO,EXTREMA1,
,,PUNTA MDI D7.10,D7.1,B966A07100,PUNTA,1,USATO,EXTREMA1,
,,PUNTA MDI D9.8,D9.8,DH451098,PUNTA,1,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D8.5 HSSE,D8.5,T43 0850 HSSE,PUNTA,1,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D8,D8,TD850 0800 MDI,PUNTA,1,USATO,EXTREMA1,
,,PUNTA MDI D8.5,D8.5,B966A8500,PUNTA,1,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D7.8,D7.8,TD850 GP 0780 MDI,PUNTA,1,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D9.1,D9.1,TD850 GP 0910 MDI,PUNTA,1,USATO,EXTREMA1,
,,PUNTA MDI D7.6,D7.6,B966A07600,PUNTA,1,USATO,EXTREMA1,
,,PUNTA MDI D8.4,D8.4,DH404084,PUNTA,1,USATO,EXTREMA1,
,,PUNTA MDI D8,D8,,PUNTA,1,USATO,EXTREMA1,
,CERATIZIT,WNT PUNTA MDI D8,D8,11 704 08000,PUNTA,1,USATO,EXTREMA1,
,CERATIZIT,WNT PUNTA MDI D8.5,D8.5,11 702 08500,PUNTA,1,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D10.8,D10.8,TD850 GP 1080,PUNTA,2,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D10.5,D10.5,TD850 GP 1050,PUNTA,2,USATO,EXTREMA1,
,BURZONI,PUNTA HSSE D8.5,D8.5,T55 0850 ,PUNTA,1,USATO,EXTREMA1,
,BURZONI,PUNTA MD D10,D10,TD8100 GP 1000,PUNTA ,1,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D8.5,D8.5,TD850 GP 0850,PUNTA,1,USATO,EXTREMA1,
,BURZONI,PUNTA  MDI D6,D6,TD850 GP 0600,PUNTA ,1,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D10,D10,TD850 1000,PUNTA,1,USATO,EXTREMA1,
,TUNGALOY,PUNTA MDI D9.2,D9.2,TD650 0920,PUNTA,1,USATO,EXTREMA1,
,TUNGALOY,PUNTA MDI D12.5,D12.5,TD650 1250,PUNTA,1,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D7.8,D7.8,TD850 GP 0780 KR60,PUNTA,1,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D10.2,D10.2,TD650 GP 1250 MDI,PUNTA,1,USATO,EXTREMA1,
